#OG_name	GCF_021155775.1_iyNeoPine1.1_protein.faa	GCF_021901455.1_iyNeoLeco1.1_protein.faa	GCF_021901495.1_iyNeoVirg1.1_protein.faa	GCF_021155785.1_iyNeoFabr1.1_protein.faa	GCF_021155765.1_iyDipSimi1.1_protein.faa
OG_2683	1	1	1	1	3
OG_2684	1	1	1	1	1
OG_2685	1	1	1	1	1
OG_2686	4	4	1	4	1
OG_2687	1	1	1	1	1
OG_2688	1	1	1	1	1
OG_2689	1	1	1	1	1
OG_2690	1	1	1	1	1
OG_2691	1	1	1	2	1
OG_2692	1	1	1	1	0
OG_2693	1	1	1	1	1
OG_2694	1	1	1	1	1
OG_2695	5	7	1	2	1
OG_2696	1	1	1	1	0
OG_2697	1	1	1	1	1
OG_2698	1	1	1	1	1
OG_2699	1	1	1	1	1
OG_2700	1	1	1	1	1
OG_2701	1	1	1	1	1
OG_2702	1	1	1	1	1
OG_2703	1	1	1	1	1
OG_2704	1	1	1	1	1
OG_2705	1	1	1	1	1
OG_2706	1	1	1	1	1
OG_2707	1	1	1	1	1
OG_2708	1	2	1	0	0
OG_2709	1	1	1	1	1
OG_2710	1	1	1	1	1
OG_2711	1	1	1	1	1
OG_2712	1	1	1	1	1
OG_2713	1	1	1	1	1
OG_2714	1	1	1	1	1
OG_2715	1	1	1	1	1
OG_2716	1	3	1	1	1
OG_2717	1	1	1	1	1
OG_2718	2	2	1	1	2
OG_2719	1	1	1	1	1
OG_2720	1	1	1	1	1
OG_2721	1	1	1	1	1
OG_2722	1	1	1	1	1
OG_2723	1	1	1	1	1
OG_2724	1	1	1	1	1
OG_2725	1	1	1	1	1
OG_2726	1	1	1	1	1
OG_2727	1	1	1	1	1
OG_2728	1	1	1	1	1
OG_2729	1	1	1	1	1
OG_2730	1	1	1	1	1
OG_2731	1	1	1	1	1
OG_2732	1	1	1	1	2
OG_2733	1	1	1	1	1
OG_2734	1	1	1	1	1
OG_2735	2	2	1	1	1
OG_2736	1	1	1	1	0
OG_2737	1	1	1	1	1
OG_2738	1	1	1	1	1
OG_2739	1	1	1	1	1
OG_2740	1	1	1	1	1
OG_2741	4	1	1	2	1
OG_2742	1	1	1	1	1
OG_2743	1	1	1	1	1
OG_2744	2	1	1	1	1
OG_2745	0	0	1	1	1
OG_2746	1	1	1	1	2
OG_2747	1	1	1	1	1
OG_2748	1	1	1	1	1
OG_2749	1	1	1	1	1
OG_2750	1	1	1	1	1
OG_2751	1	1	1	1	1
OG_2752	1	2	1	1	1
OG_2753	1	1	1	1	1
OG_2754	1	1	1	1	1
OG_2755	1	1	1	1	1
OG_2756	1	1	1	1	1
OG_2757	1	1	1	1	1
OG_2758	1	1	1	1	1
OG_2759	1	1	1	1	1
OG_2760	1	1	1	1	1
OG_2761	1	1	1	1	1
OG_2762	1	1	1	1	1
OG_2763	2	1	1	1	3
OG_2764	1	1	1	1	1
OG_2765	1	1	1	1	1
OG_2766	1	1	1	1	1
OG_2767	1	1	1	1	1
OG_2768	1	1	1	1	1
OG_2769	1	1	1	1	1
OG_2770	2	2	1	1	1
OG_2771	1	1	1	1	1
OG_2772	1	1	1	1	1
OG_2773	1	1	1	1	1
OG_2774	1	1	1	1	1
OG_2775	1	1	1	1	1
OG_2776	1	1	1	1	1
OG_2777	1	1	1	1	1
OG_2778	1	1	1	1	1
OG_2779	2	1	1	1	1
OG_2780	1	1	1	1	1
OG_2781	1	1	1	1	0
OG_2782	1	1	1	1	1
OG_2783	4	2	1	2	1
OG_2784	1	1	1	1	1
OG_2785	1	1	1	1	1
OG_2786	1	1	1	1	1
OG_2787	2	1	2	2	1
OG_2788	1	1	1	1	1
OG_2789	1	1	1	1	1
OG_2790	1	1	1	1	1
OG_2791	1	1	1	1	1
OG_2792	1	1	1	1	1
OG_2793	1	1	1	1	1
OG_2794	1	1	1	1	1
OG_2795	1	1	1	1	1
OG_2796	1	1	1	1	1
OG_2797	1	1	1	1	1
OG_2798	1	1	1	1	1
OG_2799	1	1	1	1	1
OG_2800	1	1	1	1	2
OG_2801	1	1	1	1	1
OG_2802	1	2	1	1	1
OG_2803	1	1	1	1	1
OG_2804	1	1	1	1	1
OG_2805	1	1	1	1	1
OG_2806	1	1	1	1	1
OG_2807	1	1	1	1	1
OG_2808	1	1	1	1	1
OG_2809	2	2	1	1	1
OG_2810	1	1	1	1	1
OG_2811	1	1	1	1	1
OG_2812	2	2	1	2	1
OG_2813	1	1	1	1	0
OG_2814	0	0	1	1	0
OG_2815	1	1	1	1	1
OG_2816	1	1	1	1	1
OG_2817	2	3	1	4	1
OG_2818	1	1	1	1	1
OG_2819	1	1	1	1	1
OG_2820	1	1	1	1	1
OG_2821	1	1	1	1	1
OG_2822	1	1	1	1	1
OG_2823	1	1	1	1	0
OG_2824	1	1	1	1	1
OG_2825	1	1	1	1	1
OG_2826	1	1	1	1	1
OG_2827	2	1	1	1	1
OG_2828	1	1	1	1	1
OG_2829	1	1	1	1	1
OG_2830	1	1	1	1	1
OG_2831	1	1	1	1	1
OG_2832	3	3	1	1	1
OG_2833	1	1	1	1	1
OG_2834	1	1	1	1	1
OG_2835	1	1	1	1	1
OG_2836	1	1	1	1	1
OG_2837	1	1	1	1	1
OG_2838	1	1	1	1	1
OG_2839	1	1	1	1	1
OG_2840	1	1	1	1	1
OG_2841	1	1	1	1	1
OG_2842	1	1	1	1	1
OG_2843	1	1	1	1	1
OG_2844	1	1	1	1	1
OG_2845	1	1	1	1	1
OG_2846	1	1	1	1	1
OG_2847	1	1	1	1	1
OG_2848	2	1	1	1	1
OG_2849	1	2	1	2	1
OG_2850	5	1	1	1	1
OG_2851	1	1	1	1	1
OG_2852	0	0	1	1	0
OG_2853	1	1	1	1	1
OG_2854	1	1	1	1	1
OG_2855	1	1	1	2	2
OG_2856	1	1	1	1	1
OG_2857	1	1	1	1	1
OG_2858	1	1	1	1	1
OG_2859	1	2	1	2	1
OG_2860	1	1	1	1	1
OG_2861	1	1	1	1	1
OG_2862	1	1	1	1	1
OG_2863	1	1	1	1	1
OG_2864	1	1	1	1	1
OG_2865	1	1	1	1	1
OG_2866	1	1	1	1	1
OG_2867	1	1	1	1	1
OG_2868	1	1	1	1	1
OG_2869	1	1	1	1	3
OG_2870	1	1	1	1	1
OG_2871	1	1	1	1	1
OG_2872	1	1	1	1	1
OG_2873	1	1	1	1	1
OG_2874	1	1	1	1	1
OG_2875	1	1	1	1	2
OG_2876	1	1	1	1	1
OG_2877	1	1	1	1	1
OG_2878	1	1	1	1	1
OG_2879	1	1	1	1	1
OG_2880	1	2	1	1	1
OG_2881	1	1	1	1	1
OG_2882	1	1	1	1	1
OG_2883	1	1	1	1	1
OG_2884	1	1	1	1	1
OG_2885	1	1	1	1	1
OG_2886	8	8	1	1	1
OG_2887	1	1	1	1	1
OG_2888	1	1	1	1	1
OG_2889	1	1	1	1	1
OG_2890	1	1	1	1	1
OG_2891	2	1	1	1	1
OG_2892	1	2	1	1	1
OG_2893	1	1	1	1	1
OG_2894	1	1	1	1	1
OG_2895	1	2	1	1	2
OG_2896	1	1	1	1	2
OG_2897	1	1	1	1	1
OG_2898	1	1	1	1	1
OG_2899	1	1	1	1	3
OG_2900	1	1	1	1	1
OG_2901	1	1	1	1	1
OG_2902	1	1	1	1	1
OG_2903	1	1	1	1	1
OG_2904	1	1	1	1	1
OG_2905	1	1	1	1	1
OG_2906	2	1	1	1	1
OG_2907	1	1	1	1	1
OG_2908	1	1	1	1	1
OG_2909	1	2	1	1	3
OG_2910	1	1	1	1	1
OG_2911	1	1	1	1	1
OG_2912	1	1	1	1	3
OG_2913	1	1	1	1	1
OG_2914	1	1	1	1	0
OG_2915	1	1	1	1	1
OG_2916	1	1	1	1	1
OG_2917	1	1	1	1	1
OG_2918	1	1	1	1	2
OG_2919	1	1	1	1	1
OG_2920	1	1	1	1	2
OG_2921	1	1	1	1	1
OG_2922	1	1	1	1	1
OG_2923	1	1	1	1	1
OG_2924	1	1	1	1	1
OG_2925	1	1	1	1	1
OG_2926	1	1	1	1	1
OG_2927	1	1	1	1	1
OG_2928	1	1	1	1	1
OG_2929	1	1	1	2	4
OG_2930	1	1	1	1	1
OG_2931	1	1	1	1	1
OG_2932	1	1	1	1	2
OG_2933	2	1	1	1	3
OG_2934	1	1	1	1	1
OG_2935	1	1	1	1	1
OG_2936	1	2	1	1	1
OG_2937	1	1	1	1	1
OG_2938	1	1	1	1	1
OG_2939	1	1	1	1	2
OG_2940	1	1	1	1	1
OG_2941	1	1	1	1	1
OG_2942	1	1	1	1	1
OG_2943	1	1	1	1	0
OG_2944	1	1	1	1	1
OG_2945	1	1	1	1	1
OG_2946	1	1	1	1	1
OG_2947	1	1	1	1	1
OG_2948	1	1	1	1	1
OG_2949	1	1	1	1	1
OG_2950	1	1	1	1	1
OG_2951	1	1	1	1	1
OG_2952	1	1	1	1	1
OG_2953	1	1	1	1	1
OG_2954	1	1	1	1	1
OG_2955	1	1	1	1	1
OG_2956	1	2	1	1	1
OG_2957	1	1	1	1	1
OG_2958	1	1	1	1	1
OG_2959	1	1	1	1	1
OG_2960	1	1	1	1	1
OG_2961	1	1	1	1	2
OG_2962	1	1	1	1	1
OG_2963	1	1	1	1	1
OG_2964	1	1	1	1	1
OG_2965	1	1	1	1	1
OG_2966	1	1	1	1	1
OG_2967	1	1	1	1	1
OG_2968	1	1	1	1	1
OG_2969	1	1	1	1	1
OG_2970	4	1	1	1	1
OG_2971	1	1	1	1	1
OG_2972	1	1	1	1	1
OG_2973	1	1	1	1	1
OG_2974	1	1	1	1	1
OG_2975	1	1	1	1	1
OG_2976	3	1	1	1	1
OG_2977	1	1	1	1	1
OG_2978	1	1	1	1	1
OG_2979	1	1	1	1	1
OG_2980	1	1	1	1	1
OG_2981	1	1	1	1	1
OG_2982	1	1	1	1	1
OG_2983	1	1	1	1	1
OG_2984	1	1	1	1	1
OG_2985	1	1	1	1	1
OG_2986	1	1	1	1	1
OG_2987	1	1	1	1	2
OG_2988	2	2	2	2	1
OG_2989	1	1	1	1	1
OG_2990	1	1	1	1	1
OG_2991	1	1	1	1	1
OG_2992	2	3	1	3	1
OG_2993	1	1	1	1	1
OG_2994	1	1	1	1	1
OG_2995	2	2	1	1	1
OG_2996	1	1	1	1	1
OG_2997	1	1	1	1	1
OG_2998	1	1	1	1	1
OG_2999	1	1	1	1	1
OG_3000	1	1	1	1	1
OG_3001	1	1	1	1	1
OG_3002	1	1	1	1	1
OG_3003	1	1	1	1	1
OG_3004	1	1	1	1	2
OG_3005	1	1	1	1	1
OG_3006	1	1	1	1	1
OG_3007	1	1	1	1	1
OG_3008	1	1	1	1	1
OG_3009	2	1	1	2	1
OG_3010	1	1	1	1	1
OG_3011	1	1	1	1	1
OG_3012	1	1	1	1	1
OG_3013	1	1	1	1	1
OG_3014	3	1	1	3	2
OG_3015	1	1	1	1	1
OG_3016	1	1	1	1	1
OG_3017	1	1	1	1	1
OG_3018	1	1	1	1	1
OG_3019	1	1	1	1	1
OG_3020	1	1	1	1	0
OG_3021	1	1	1	1	1
OG_3022	1	1	1	1	1
OG_3023	1	1	1	1	2
OG_3024	1	0	1	1	0
OG_3025	1	1	1	1	1
OG_3026	1	1	1	1	1
OG_3027	1	1	1	1	1
OG_3028	1	1	1	1	1
OG_3029	1	1	1	1	1
OG_3030	1	1	1	1	1
OG_3031	1	1	1	1	1
OG_3032	1	1	1	1	1
OG_3033	1	1	1	1	1
OG_3034	1	1	1	1	1
OG_3035	1	1	1	1	1
OG_3036	1	1	1	1	0
OG_3037	1	1	1	1	1
OG_3038	1	1	1	1	1
OG_3039	1	1	1	1	1
OG_3040	1	1	1	1	2
OG_3041	1	1	1	1	1
OG_3042	1	1	1	1	1
OG_3043	1	1	1	2	1
OG_3044	1	1	1	1	1
OG_3045	1	1	1	1	0
OG_3046	1	1	1	1	1
OG_3047	1	1	1	1	1
OG_3048	1	1	1	1	1
OG_3049	1	1	1	1	4
OG_3050	1	1	1	1	1
OG_3051	1	1	1	1	1
OG_3052	1	1	1	1	2
OG_3053	1	1	1	1	1
OG_3054	1	1	1	1	1
OG_3055	1	1	1	1	0
OG_3056	10	13	7	7	8
OG_3057	1	1	1	1	1
OG_3058	1	0	1	1	0
OG_3059	1	1	1	1	1
OG_3060	1	1	1	1	1
OG_3061	1	1	1	1	1
OG_3062	1	1	1	1	1
OG_3063	1	1	1	1	1
OG_3064	1	1	1	1	1
OG_3065	4	1	1	1	1
OG_3066	2	2	1	3	4
OG_3067	1	1	1	1	1
OG_3068	1	1	1	1	1
OG_3069	1	1	1	1	1
OG_3070	1	1	1	1	1
OG_3071	1	1	1	1	1
OG_3072	1	1	1	1	1
OG_3073	1	1	1	1	1
OG_3074	1	1	1	1	1
OG_3075	1	1	1	1	1
OG_3076	1	1	1	1	1
OG_3077	1	1	1	1	1
OG_3078	1	1	1	1	1
OG_3079	1	1	1	1	1
OG_3080	1	1	1	1	1
OG_3081	1	1	1	1	2
OG_3082	1	1	1	1	1
OG_3083	1	1	1	1	0
OG_3084	1	1	1	1	0
OG_3085	1	1	1	1	0
OG_3086	1	1	1	1	0
OG_3087	0	0	1	1	0
OG_3088	1	1	1	1	1
OG_3089	1	1	1	1	0
OG_3090	1	1	1	1	0
OG_3091	2	1	1	3	0
OG_3092	1	1	1	1	0
OG_3093	1	1	1	1	1
OG_3094	1	1	1	1	0
OG_3095	1	1	1	1	0
OG_3096	1	1	1	1	1
OG_3097	1	1	1	1	1
OG_3098	1	1	1	1	1
OG_3099	1	1	1	1	1
OG_3100	1	1	1	1	1
OG_3101	1	1	1	1	2
OG_3102	1	1	1	1	1
OG_3103	1	1	1	1	1
OG_3104	1	2	1	1	1
OG_3105	1	1	1	1	1
OG_3106	1	1	1	1	1
OG_3107	1	1	1	1	0
OG_3108	1	1	1	1	1
OG_3109	1	1	1	1	1
OG_3110	1	1	1	1	1
OG_3111	1	1	1	1	1
OG_3112	1	1	1	1	0
OG_3113	1	1	1	1	0
OG_3114	1	1	1	1	0
OG_3115	1	1	1	2	0
OG_3116	1	1	1	1	0
OG_3117	1	1	1	1	1
OG_3118	1	1	1	1	1
OG_3119	1	1	1	1	1
OG_3120	1	1	1	1	1
OG_3121	1	1	1	1	1
OG_3122	4	1	1	4	3
OG_3123	1	1	1	1	1
OG_3124	1	1	1	1	1
OG_3125	1	1	1	1	1
OG_3126	1	1	1	1	1
OG_3127	1	1	1	1	1
OG_3128	1	1	1	2	1
OG_3129	1	1	1	1	1
OG_3130	1	1	1	1	1
OG_3131	1	1	1	1	1
OG_3132	1	1	1	1	1
OG_3133	1	1	1	1	1
OG_3134	1	1	1	1	1
OG_3135	2	2	1	2	1
OG_3136	1	1	1	1	1
OG_3137	1	1	1	1	2
OG_3138	1	1	1	1	1
OG_3139	1	1	1	1	1
OG_3140	1	1	1	1	4
OG_3141	1	1	1	1	1
OG_3142	1	1	1	1	1
OG_3143	1	1	1	1	0
OG_3144	1	1	1	1	0
OG_3145	1	1	1	1	1
OG_3146	1	1	1	1	1
OG_3147	1	1	1	1	1
OG_3148	1	1	1	1	1
OG_3149	1	1	1	1	1
OG_3150	1	1	1	1	1
OG_3151	1	1	1	1	2
OG_3152	1	1	1	1	1
OG_3153	1	1	1	1	1
OG_3154	1	1	1	1	1
OG_3155	1	1	1	1	1
OG_3156	1	1	1	1	1
OG_3157	1	1	1	1	1
OG_3158	1	2	1	1	0
OG_3159	1	1	1	1	1
OG_3160	1	1	1	1	1
OG_3161	1	1	1	1	1
OG_3162	1	1	1	1	0
OG_3163	1	1	1	1	0
OG_3164	1	1	1	1	1
OG_3165	1	1	1	1	1
OG_3166	1	1	1	1	1
OG_3167	1	1	1	1	1
OG_3168	1	1	1	1	1
OG_3169	1	1	1	1	2
OG_3170	1	1	1	1	1
OG_3171	1	1	1	1	1
OG_3172	1	1	1	1	1
OG_3173	1	1	1	1	1
OG_3174	1	1	1	1	0
OG_3175	1	1	1	1	1
OG_3176	1	1	1	1	1
OG_3177	1	1	1	1	0
OG_3178	1	1	1	1	0
OG_3179	1	1	1	1	0
OG_3180	1	1	1	1	0
OG_3181	2	2	1	1	0
OG_3182	1	1	1	1	1
OG_3183	1	1	1	1	1
OG_3184	3	3	1	2	1
OG_3185	1	1	1	1	1
OG_3186	2	2	1	1	1
OG_3187	1	1	1	1	1
OG_3188	1	1	1	1	1
OG_3189	1	1	1	1	1
OG_3190	1	1	1	1	1
OG_3191	1	1	1	1	1
OG_3192	1	1	1	1	1
OG_3193	1	1	1	1	2
OG_3194	1	0	1	1	0
OG_3195	1	1	1	1	1
OG_3196	1	1	1	1	2
OG_3197	2	1	1	3	1
OG_3198	1	1	1	1	1
OG_3199	1	1	1	1	1
OG_3200	1	1	1	1	1
OG_3201	1	1	1	1	1
OG_3202	1	1	1	1	1
OG_3203	1	1	1	1	1
OG_3204	1	1	1	1	1
OG_3205	1	1	1	1	0
OG_3206	1	1	1	1	0
OG_3207	1	1	1	1	0
OG_3208	1	1	1	1	1
OG_3209	1	1	1	1	1
OG_3210	1	1	1	1	1
OG_3211	1	1	1	1	0
OG_3212	1	1	1	1	0
OG_3213	1	1	1	1	0
OG_3214	1	1	1	1	0
OG_3215	1	1	1	1	0
OG_3216	1	1	1	1	0
OG_3217	1	1	1	1	0
OG_3218	1	1	1	1	0
OG_3219	1	1	1	1	0
OG_3220	1	1	1	1	0
OG_3221	1	1	1	1	0
OG_3222	1	1	1	1	0
OG_3223	1	1	1	1	1
OG_3224	1	1	1	1	1
OG_3225	1	1	1	1	1
OG_3226	1	1	1	1	1
OG_3227	1	1	1	1	1
OG_3228	1	1	1	1	1
OG_3229	1	1	1	1	1
OG_3230	1	1	1	1	3
OG_3231	0	0	1	1	1
OG_3232	1	1	1	1	1
OG_3233	0	9	1	1	0
OG_3234	1	1	1	1	1
OG_3235	2	2	1	2	2
OG_3236	6	6	1	6	6
OG_3237	0	0	1	2	0
OG_3238	3	2	2	1	1
OG_3239	1	1	1	1	1
OG_3240	20	17	18	19	2
OG_3241	1	1	1	1	1
OG_3242	1	1	1	1	1
OG_3243	1	1	1	1	1
OG_3244	2	1	1	1	2
OG_3245	1	1	1	1	1
OG_3246	1	1	1	1	1
OG_3247	1	1	1	1	1
OG_3248	1	1	1	1	1
OG_3249	1	1	1	1	1
OG_3250	1	1	1	1	1
OG_3251	1	1	1	1	2
OG_3252	1	1	1	1	1
OG_3253	1	1	1	1	2
OG_3254	1	1	1	1	1
OG_3255	1	1	1	1	3
OG_3256	1	1	1	1	0
OG_3257	1	1	1	1	1
OG_3258	1	1	1	1	1
OG_3259	1	1	1	1	1
OG_3260	1	1	1	1	1
OG_3261	1	1	1	1	1
OG_3262	1	2	1	1	1
OG_3263	1	1	1	1	1
OG_3264	1	1	1	1	1
OG_3265	1	1	1	1	1
OG_3266	1	1	1	1	1
OG_3267	1	1	1	1	1
OG_3268	1	1	1	1	1
OG_3269	1	1	1	1	1
OG_3270	1	1	1	1	1
OG_3271	1	1	1	1	1
OG_3272	1	1	1	1	1
OG_3273	1	2	1	1	1
OG_3274	1	1	1	1	1
OG_3275	1	1	1	1	1
OG_3276	1	1	1	1	1
OG_3277	1	1	1	1	1
OG_3278	1	1	1	1	0
OG_3279	1	1	1	1	0
OG_3280	3	3	1	1	0
OG_3281	1	1	1	1	0
OG_3282	1	1	1	1	0
OG_3283	1	1	1	1	0
OG_3284	1	1	1	1	1
OG_3285	1	1	1	1	1
OG_3286	1	1	1	1	0
OG_3287	2	2	1	1	1
OG_3288	1	1	1	1	1
OG_3289	1	1	1	1	1
OG_3290	1	1	1	1	2
OG_3291	1	1	1	1	1
OG_3292	1	1	1	1	1
OG_3293	1	1	1	1	1
OG_3294	2	2	1	1	1
OG_3295	1	1	1	1	1
OG_3296	1	1	1	1	1
OG_3297	1	1	1	1	1
OG_3298	2	2	1	2	1
OG_3299	1	1	1	1	1
OG_3300	1	1	1	1	1
OG_3301	2	2	1	1	1
OG_3302	1	1	1	1	1
OG_3303	0	1	1	1	1
OG_3304	1	1	1	1	2
OG_3305	1	1	4	3	1
OG_3306	1	1	1	1	1
OG_3307	1	1	1	1	1
OG_3308	1	1	1	1	1
OG_3309	2	2	1	2	1
OG_3310	1	1	1	1	1
OG_3311	1	1	1	1	1
OG_3312	1	1	1	1	1
OG_3313	1	1	1	1	1
OG_3314	1	1	1	1	1
OG_3315	2	2	1	1	2
OG_3316	1	1	1	1	1
OG_3317	1	1	1	1	1
OG_3318	1	1	1	1	1
OG_3319	1	2	1	1	2
OG_3320	1	1	1	1	1
OG_3321	1	1	1	1	1
OG_3322	1	1	1	1	1
OG_3323	1	1	1	1	1
OG_3324	1	2	1	2	1
OG_3325	1	1	1	1	1
OG_3326	1	1	1	1	1
OG_3327	1	1	1	1	1
OG_3328	1	1	1	1	1
OG_3329	1	1	1	1	1
OG_3330	1	1	1	1	1
OG_3331	1	1	1	1	1
OG_3332	1	1	1	1	1
OG_3333	1	1	1	1	1
OG_3334	1	1	1	1	1
OG_3335	1	1	1	1	1
OG_3336	1	1	1	1	1
OG_3337	1	1	1	1	3
OG_3338	1	1	1	1	1
OG_3339	1	1	1	1	1
OG_3340	1	1	1	1	1
OG_3341	1	1	1	1	0
OG_3342	1	1	1	1	0
OG_3343	1	1	1	1	0
OG_3344	1	1	1	1	0
OG_3345	1	1	1	1	1
OG_3346	1	1	1	1	3
OG_3347	1	1	1	1	1
OG_3348	1	1	1	1	1
OG_3349	1	1	1	1	1
OG_3350	1	1	1	1	1
OG_3351	1	1	1	1	1
OG_3352	1	1	1	1	1
OG_3353	1	1	1	1	1
OG_3354	1	1	1	1	1
OG_3355	2	2	1	2	1
OG_3356	0	0	1	1	1
OG_3357	1	1	1	1	1
OG_3358	1	1	1	1	1
OG_3359	1	1	1	4	4
OG_3360	1	1	1	1	1
OG_3361	1	1	1	1	1
OG_3362	1	1	1	1	1
OG_3363	1	1	1	1	1
OG_3364	1	1	1	1	1
OG_3365	2	1	1	2	1
OG_3366	0	0	1	3	4
OG_3367	1	1	1	1	1
OG_3368	1	1	1	1	2
OG_3369	1	1	1	1	1
OG_3370	1	1	1	1	1
OG_3371	1	1	1	1	1
OG_3372	1	1	1	1	1
OG_3373	1	1	1	1	4
OG_3374	1	1	1	1	1
OG_3375	2	1	1	1	1
OG_3376	1	1	1	1	1
OG_3377	1	1	1	1	0
OG_3378	1	1	1	1	1
OG_3379	1	1	1	1	0
OG_3380	1	1	1	1	1
OG_3381	1	1	1	1	1
OG_3382	1	1	1	1	1
OG_3383	1	1	1	1	1
OG_3384	1	1	1	1	1
OG_3385	4	4	1	1	1
OG_3386	1	1	1	1	1
OG_3387	1	1	1	1	1
OG_3388	1	1	1	1	1
OG_3389	1	1	1	1	1
OG_3390	1	1	1	1	1
OG_3391	1	1	1	1	1
OG_3392	1	1	1	1	1
OG_3393	1	1	1	1	1
OG_3394	1	1	1	1	1
OG_3395	2	1	1	1	2
OG_3396	1	1	1	1	1
OG_3397	1	1	1	1	1
OG_3398	1	1	1	1	1
OG_3399	1	1	1	1	1
OG_3400	1	1	1	1	1
OG_3401	1	1	1	1	1
OG_3402	1	1	1	1	1
OG_3403	1	1	1	1	1
OG_3404	1	1	1	1	1
OG_3405	1	1	1	1	1
OG_3406	1	1	1	1	1
OG_3407	1	1	1	1	1
OG_3408	1	1	1	1	1
OG_3409	1	1	1	1	1
OG_3410	0	1	1	1	0
OG_3411	1	1	1	1	1
OG_3412	1	1	1	2	1
OG_3413	1	1	1	1	1
OG_3414	1	1	1	1	1
OG_3415	1	1	1	1	1
OG_3416	1	1	1	1	1
OG_3417	1	1	1	2	1
OG_3418	1	1	1	1	1
OG_3419	1	1	1	1	1
OG_3420	1	1	1	2	1
OG_3421	1	1	1	1	1
OG_3422	1	1	1	1	1
OG_3423	1	1	1	1	1
OG_3424	1	1	1	1	0
OG_3425	1	1	1	1	1
OG_3426	1	1	1	1	2
OG_3427	1	1	1	1	1
OG_3428	1	1	1	1	1
OG_3429	1	1	1	1	1
OG_3430	1	1	1	1	1
OG_3431	1	1	1	1	1
OG_3432	1	2	1	2	1
OG_3433	1	1	1	1	1
OG_3434	1	1	1	1	1
OG_3435	1	1	1	1	1
OG_3436	1	1	1	1	1
OG_3437	1	1	1	1	1
OG_3438	1	1	1	1	2
OG_3439	1	1	1	1	1
OG_3440	1	1	1	1	1
OG_3441	1	1	1	1	1
OG_3442	1	1	1	1	1
OG_3443	1	1	1	1	1
OG_3444	1	1	1	1	1
OG_3445	2	2	1	1	2
OG_3446	1	1	1	1	1
OG_3447	0	1	1	1	1
OG_3448	4	3	6	4	0
OG_3449	2	3	2	1	0
OG_3450	2	2	3	4	0
OG_3451	5	10	3	1	0
OG_3452	5	4	1	0	4
OG_3453	1	1	1	2	0
OG_3454	4	0	4	4	0
OG_3455	1	1	1	1	1
OG_3456	1	1	1	1	1
OG_3457	1	1	1	1	1
OG_3458	1	1	1	1	1
OG_3459	1	1	1	1	1
OG_3460	1	2	1	1	1
OG_3461	1	1	1	1	0
OG_3462	1	1	1	1	1
OG_3463	1	1	1	1	0
OG_3464	1	1	1	1	1
OG_3465	1	1	1	1	1
OG_3466	1	1	1	1	0
OG_3467	2	2	1	1	1
OG_3468	1	1	1	1	1
OG_3469	1	1	1	1	0
OG_3470	1	1	1	1	1
OG_3471	0	0	1	1	0
OG_3472	1	1	1	1	1
OG_3473	1	1	1	1	3
OG_3474	1	1	1	1	2
OG_3475	1	1	1	1	1
OG_3476	1	2	1	1	1
OG_3477	1	1	1	1	1
OG_3478	1	1	1	1	1
OG_3479	1	1	1	1	1
OG_3480	2	2	1	2	1
OG_3481	1	1	1	1	1
OG_3482	1	1	1	1	1
OG_3483	1	1	1	1	1
OG_3484	1	1	1	1	1
OG_3485	1	1	1	1	2
OG_3486	1	1	1	1	1
OG_3487	1	1	1	1	1
OG_3488	1	1	1	1	1
OG_3489	1	1	1	1	1
OG_3490	1	1	1	1	1
OG_3491	1	1	1	1	2
OG_3492	1	1	1	1	1
OG_3493	1	1	1	1	1
OG_3494	1	1	1	1	1
OG_3495	1	1	1	1	1
OG_3496	2	2	1	2	0
OG_3497	1	1	1	2	2
OG_3498	1	1	1	1	1
OG_3499	1	1	1	1	1
OG_3500	1	1	1	1	0
OG_3501	1	1	1	1	1
OG_3502	1	1	1	1	1
OG_3503	1	1	1	1	1
OG_3504	1	1	1	1	1
OG_3505	9	9	1	1	5
OG_3506	1	1	1	1	2
OG_3507	1	1	1	1	1
OG_3508	1	1	1	1	1
OG_3509	1	1	1	1	2
OG_3510	1	1	1	1	1
OG_3511	2	2	1	1	1
OG_3512	1	1	1	1	1
OG_3513	1	1	1	1	1
OG_3514	1	1	1	1	1
OG_3515	1	1	1	1	1
OG_3516	1	1	1	1	1
OG_3517	1	1	1	1	1
OG_3518	1	1	1	1	1
OG_3519	1	1	1	1	1
OG_3520	1	1	1	1	1
OG_3521	1	1	1	1	1
OG_3522	1	1	1	1	1
OG_3523	1	1	1	1	1
OG_3524	1	1	1	1	1
OG_3525	2	2	1	1	2
OG_3526	1	1	1	1	1
OG_3527	1	1	1	1	1
OG_3528	1	1	1	1	1
OG_3529	1	1	1	1	1
OG_3530	1	1	1	1	2
OG_3531	1	1	1	1	1
OG_3532	1	1	1	1	1
OG_3533	2	1	1	1	1
OG_3534	1	1	1	1	1
OG_3535	1	1	1	1	1
OG_3536	1	1	1	1	1
OG_3537	2	2	1	1	2
OG_3538	1	1	1	1	3
OG_3539	1	2	1	1	1
OG_3540	1	1	1	1	1
OG_3541	1	1	1	1	1
OG_3542	1	1	1	1	1
OG_3543	1	1	1	1	1
OG_3544	2	2	1	1	1
OG_3545	1	1	1	1	1
OG_3546	1	1	1	1	2
OG_3547	1	1	1	1	1
OG_3548	1	1	1	1	1
