#OG_name	GCF_021155775.1_iyNeoPine1.1_protein.faa	GCF_021901455.1_iyNeoLeco1.1_protein.faa	GCF_021901495.1_iyNeoVirg1.1_protein.faa	GCF_021155785.1_iyNeoFabr1.1_protein.faa	GCF_021155765.1_iyDipSimi1.1_protein.faa
OG_3440	XP_046487420.1	XP_015513878.2	XP_046624467.1	XP_046430672.1	XP_046748965.1
OG_3441	XP_046487441.1	XP_015513896.1	XP_046624488.1	XP_046430693.1	XP_046748983.1
OG_3442	XP_046464892.1	XP_015523206.2	XP_046624514.1	XP_046409561.1	XP_046752873.1
OG_3443	XP_046489289.1	XP_015510892.1	XP_046624525.1	XP_046431902.1	XP_046750261.1
OG_3444	XP_046487162.1	XP_015517286.1	XP_046624528.1	XP_046429673.1	XP_046748119.1
OG_3445	XP_046464894.1 XP_046464893.1	XP_015523199.1 XP_046585852.1	XP_046624533.1	XP_046409562.1	XP_046753262.1 XP_046753263.1
OG_3446	XP_046487953.1	XP_015523159.1	XP_046624549.1	XP_046432874.1	XP_046750426.1
OG_3447		XP_015511582.1	XP_046624561.1	XP_046430784.1	XP_046750080.1
OG_3448	XP_046487506.1 XP_046488789.1 XP_046488790.1 XP_046487505.1	XP_046599960.1 XP_046599961.1 XP_046600016.1	XP_046625016.1 XP_046625019.1 XP_046625014.1 XP_046625015.1 XP_046625017.1 XP_046625020.1	XP_046431245.1 XP_046431243.1 XP_046431244.1 XP_046431246.1	
OG_3449	XP_046472657.1 XP_046471491.1	XP_046590294.1 XP_046591846.1 XP_046591847.1	XP_046608867.1 XP_046628198.1	XP_046434382.1	
OG_3450	XP_046488787.1 XP_046486718.1	XP_046600257.1 XP_046600258.1	XP_046625012.1 XP_046625010.1 XP_046625009.1	XP_046431238.1 XP_046431239.1 XP_046431240.1 XP_046431241.1	
OG_3451	XP_046477670.1 XP_046469823.1 XP_046489092.1 XP_046480546.1 XP_046480507.1	XP_046599070.1 XP_015513621.2 XP_046599071.1 XP_046599069.1 XP_046593381.1 XP_046598392.1 XP_046602385.1 XP_046602386.1 XP_046598349.1 XP_046600018.1	XP_046608914.1 XP_046610736.1 XP_046629638.1	XP_046435012.1	
OG_3452	XP_046488785.1 XP_046488786.1 XP_046488783.1 XP_046488784.1 XP_046488788.1	XP_046600409.1 XP_046600410.1 XP_046600411.1 XP_046600412.1	XP_046625011.1		XP_046748930.1 XP_046748931.1 XP_046748932.1 XP_046748933.1
OG_3453	XP_046487734.1	XP_046599035.1	XP_046624567.1	XP_046430793.1 XP_046430792.1	
OG_3454	XP_046486166.1 XP_046486167.1 XP_046486168.1 XP_046486165.1		XP_046623414.1 XP_046623415.1 XP_046623416.1 XP_046623412.1	XP_046429652.1 XP_046429653.1 XP_046429654.1 XP_046429655.1	
OG_3455	XP_046487773.1	XP_015511174.1	XP_046624575.1	XP_046430806.1	XP_046748229.1
OG_3456	XP_046488946.1	XP_015509910.2	XP_046624598.1	XP_046432248.1	XP_046748569.1
OG_3457	XP_046468997.1	XP_015523216.2	XP_046624600.1	XP_046409394.1	XP_046750029.1
OG_3458	XP_046486709.1	XP_015521323.1	XP_046624665.1	XP_046430225.1	XP_046749508.1
OG_3459	XP_046489144.1	XP_015521320.1	XP_046624690.1	XP_046430380.1	XP_046749758.1
OG_3460	XP_046489145.1	XP_015521321.1 XP_046599973.1	XP_046624697.1	XP_046430381.1	XP_046749759.1
OG_3461	XP_046487708.1	XP_046599055.1	XP_046624702.1	XP_046430852.1	
OG_3462	XP_046487714.1	XP_015511191.2	XP_046624704.1	XP_046430853.1	XP_046748424.1
OG_3463	XP_046487717.1	XP_046599056.1	XP_046624705.1	XP_046430854.1	
OG_3464	XP_046487723.1	XP_046599060.1	XP_046624707.1	XP_046430857.1	XP_046748803.1
OG_3465	XP_046464903.1	XP_015523208.1	XP_046624711.1	XP_046409570.1	XP_046752874.1
OG_3466	XP_046487726.1	XP_046599062.1	XP_046624715.1	XP_046430860.1	
OG_3467	XP_046469208.1 XP_046469122.1	XP_015523179.2 XP_046602451.1	XP_046624723.1	XP_046409405.1	XP_046752925.1
OG_3468	XP_046486313.1	XP_046598565.1	XP_046624725.1	XP_046430033.1	XP_046747890.1
OG_3469	XP_046487756.1	XP_046599074.1	XP_046624737.1	XP_046430881.1	
OG_3470	XP_046487768.1	XP_015510595.1	XP_046624750.1	XP_046430895.1	XP_046748839.1
OG_3471			XP_046624758.1	XP_046430892.1	
OG_3472	XP_046492486.1	XP_046601925.1	XP_046624791.1	XP_046424737.1	XP_046752377.1
OG_3473	XP_046488673.1	XP_015522857.1	XP_046624805.1	XP_046431033.1	XP_046749543.1 XP_046749544.1 XP_046749545.1
OG_3474	XP_046488674.1	XP_015513936.2	XP_046624806.1	XP_046431034.1	XP_046749546.1 XP_046749547.1
OG_3475	XP_046487449.1	XP_015509545.2	XP_046624834.1	XP_046431064.1	XP_046749685.1
OG_3476	XP_046488688.1	XP_046598795.1 XP_046598796.1	XP_046624855.1	XP_046431086.1	XP_046749064.1
OG_3477	XP_046492591.1	XP_046602715.1	XP_046624873.1	XP_046409423.1	XP_046752929.1
OG_3478	XP_046489091.1	XP_046599931.1	XP_046624920.1	XP_046432382.1	XP_046749350.1
OG_3479	XP_046487483.1	XP_015509537.2	XP_046624927.1	XP_046431157.1	XP_046749687.1
OG_3480	XP_046488726.1 XP_046488727.1	XP_046599935.1 XP_015521769.2	XP_046624930.1	XP_046431161.1 XP_046431160.1	XP_046749832.1
OG_3481	XP_046488735.1	XP_015513971.1	XP_046624941.1	XP_046431174.1	XP_046749581.1
OG_3482	XP_046487484.1	XP_015509548.1	XP_046624943.1	XP_046431175.1	XP_046749803.1
OG_3483	XP_046487485.1	XP_015509557.1	XP_046624953.1	XP_046431190.1	XP_046748988.1
OG_3484	XP_046488743.1	XP_015522856.1	XP_046624954.1	XP_046431191.1	XP_046749591.1
OG_3485	XP_046487495.1	XP_015509558.2	XP_046624971.1	XP_046431201.1	XP_046749450.1 XP_046749451.1
OG_3486	XP_046487496.1	XP_015509550.2	XP_046624974.1	XP_046431204.1	XP_046749452.1
OG_3487	XP_046488754.1	XP_015513964.1	XP_046624981.1	XP_046431208.1	XP_046749071.1
OG_3488	XP_046487498.1	XP_015521829.2	XP_046624982.1	XP_046431210.1	XP_046749896.1
OG_3489	XP_046487499.1	XP_015509560.1	XP_046624989.1	XP_046431217.1	XP_046749453.1
OG_3490	XP_046487503.1	XP_015509551.1	XP_046625005.1	XP_046431235.1	XP_046749835.1
OG_3491	XP_046488781.1	XP_015522859.1	XP_046625007.1	XP_046431236.1	XP_046749598.1 XP_046749599.1
OG_3492	XP_046486404.1	XP_015522876.1	XP_046625008.1	XP_046431237.1	XP_046749600.1
OG_3493	XP_046488074.1	XP_015513296.1	XP_046625033.1	XP_046431254.1	XP_046747822.1
OG_3494	XP_046487872.1	XP_015523124.1	XP_046625039.1	XP_046431780.1	XP_046750016.1
OG_3495	XP_046487892.1	XP_015523136.1	XP_046625061.1	XP_046431792.1	XP_046750018.1
OG_3496	XP_046487918.1 XP_046487919.1	XP_046599048.1 XP_015512420.2	XP_046625086.1	XP_046431761.1 XP_046431760.1	
OG_3497	XP_046487935.1	XP_015512398.2	XP_046625106.1	XP_046431767.1 XP_046431768.1	XP_046749785.1 XP_046749786.1
OG_3498	XP_046487920.1	XP_015512432.1	XP_046625088.1	XP_046431762.1	XP_046749787.1
OG_3499	XP_046487929.1	XP_015512403.2	XP_046625095.1	XP_046431766.1	XP_046750335.1
OG_3500	XP_046492683.1	XP_046599129.1	XP_046625107.1	XP_046421414.1	
OG_3501	XP_046487000.1	XP_015521049.1	XP_046625138.1	XP_046431465.1	XP_046749703.1
OG_3502	XP_046488502.1	XP_015513810.1	XP_046625151.1	XP_046431600.1	XP_046748130.1
OG_3503	XP_046487993.1	XP_015511500.1	XP_046625191.1	XP_046431406.1	XP_046749082.1
OG_3504	XP_046486431.1	XP_015520018.2	XP_046625224.1	XP_046432586.1	XP_046749268.1
OG_3505	XP_046487016.1 XP_046487017.1 XP_046487018.1 XP_046487019.1 XP_046487020.1 XP_046487021.1 XP_046487022.1 XP_046487024.1 XP_046487025.1	XP_046599143.1 XP_046599144.1 XP_046599135.1 XP_046599136.1 XP_046599137.1 XP_046599138.1 XP_046599139.1 XP_046599140.1 XP_046599141.1	XP_046625225.1	XP_046430818.1	XP_046748166.1 XP_046748167.1 XP_046748168.1 XP_046748164.1 XP_046748165.1
OG_3506	XP_046488115.1	XP_015511655.1	XP_046625263.1	XP_046431520.1	XP_046749510.1 XP_046749509.1
OG_3507	XP_046488119.1	XP_015511555.1	XP_046625267.1	XP_046431524.1	XP_046749669.1
OG_3508	XP_046488148.1	XP_015517261.1	XP_046625297.1	XP_046431585.1	XP_046748002.1
OG_3509	XP_046488156.1	XP_015515517.2	XP_046625306.1	XP_046431615.1	XP_046747729.1 XP_046747730.1
OG_3510	XP_046488160.1	XP_015515516.2	XP_046625312.1	XP_046431616.1	XP_046748822.1
OG_3511	XP_046488201.1 XP_046488202.1	XP_046599430.1 XP_015517672.1	XP_046625347.1	XP_046431658.1	XP_046747685.1
OG_3512	XP_046492701.1	XP_015519235.1	XP_046625349.1	XP_046421863.1	XP_046752686.1
OG_3513	XP_046488209.1	XP_015517632.1	XP_046625354.1	XP_046431665.1	XP_046748605.1
OG_3514	XP_046488210.1	XP_015517775.1	XP_046625355.1	XP_046431666.1	XP_046748606.1
OG_3515	XP_046488299.1	XP_015511919.1	XP_046625368.1	XP_046431684.1	XP_046747648.1
OG_3516	XP_046488302.1	XP_015511915.1	XP_046625372.1	XP_046431688.1	XP_046747653.1
OG_3517	XP_046488313.1	XP_015511905.1	XP_046625385.1	XP_046431702.1	XP_046747664.1
OG_3518	XP_046488224.1	XP_015518036.1	XP_046625400.1	XP_046432578.1	XP_046749777.1
OG_3519	XP_046488227.1	XP_015518030.1	XP_046625402.1	XP_046432581.1	XP_046749257.1
OG_3520	XP_046486425.1	XP_015514824.2	XP_046625418.1	XP_046432950.1	XP_046749538.1
OG_3521	XP_046487838.1	XP_015518125.1	XP_046625447.1	XP_046430597.1	XP_046749462.1
OG_3522	XP_046487851.1	XP_015518124.2	XP_046625451.1	XP_046430600.1	XP_046750417.1
OG_3523	XP_046487858.1	XP_015518104.2	XP_046625455.1	XP_046430606.1	XP_046749463.1
OG_3524	XP_046464745.1	XP_015524993.2	XP_046625480.1	XP_046436239.1	XP_046752624.1
OG_3525	XP_046488060.1 XP_046488061.1	XP_015523867.1 XP_015523868.1	XP_046625492.1	XP_046431952.1	XP_046748687.1 XP_046748688.1
OG_3526	XP_046488062.1	XP_015523860.1	XP_046625493.1	XP_046431953.1	XP_046748689.1
OG_3527	XP_046488071.1	XP_015522568.1	XP_046625503.1	XP_046431961.1	XP_046748649.1
OG_3528	XP_046488072.1	XP_015523850.1	XP_046625504.1	XP_046431962.1	XP_046748368.1
OG_3529	XP_046464749.1	XP_015524994.2	XP_046625536.1	XP_046436241.1	XP_046752642.1
OG_3530	XP_046488967.1	XP_015518167.1	XP_046625540.1	XP_046431446.1	XP_046748270.1 XP_046748269.1
OG_3531	XP_046488968.1	XP_015517787.1	XP_046625541.1	XP_046431447.1	XP_046748271.1
OG_3532	XP_046464750.1	XP_015525013.2	XP_046625548.1	XP_046436242.1	XP_046752655.1
OG_3533	XP_046488847.1 XP_046488845.1	XP_046599543.1	XP_046625552.1	XP_046432132.1	XP_046747789.1
OG_3534	XP_046488850.1	XP_046599545.1	XP_046625556.1	XP_046432135.1	XP_046747785.1
OG_3535	XP_046464751.1	XP_015525014.1	XP_046625557.1	XP_046436243.1	XP_046752652.1
OG_3536	XP_046488586.1	XP_015523369.2	XP_046625560.1	XP_046431966.1	XP_046750153.1
OG_3537	XP_046488591.1 XP_046488592.1	XP_015523364.1 XP_046599261.1	XP_046625565.1	XP_046431971.1	XP_046750174.1 XP_046750175.1
OG_3538	XP_046488601.1	XP_046599685.1	XP_046625575.1	XP_046431907.1	XP_046750033.1 XP_046750034.1 XP_046750035.1
OG_3539	XP_046487588.1	XP_046599714.1 XP_015523331.1	XP_046625611.1	XP_046430759.1	XP_046750268.1
OG_3540	XP_046486150.1	XP_015510610.1	XP_046625615.1	XP_046429638.1	XP_046747926.1
OG_3541	XP_046487125.1	XP_015510613.1	XP_046625618.1	XP_046430418.1	XP_046747797.1
OG_3542	XP_046487628.1	XP_015521008.2	XP_046625627.1	XP_046429147.1	XP_046741063.1
OG_3543	XP_046486473.1	XP_015521363.2	XP_046625659.1	XP_046430118.1	XP_046748640.1
OG_3544	XP_046486474.1 XP_046486475.1	XP_046598597.1 XP_015521377.1	XP_046625668.1	XP_046430121.1	XP_046747788.1
OG_3545	XP_046486480.1	XP_015521387.1	XP_046625676.1	XP_046430126.1	XP_046747634.1
OG_3546	XP_046488547.1	XP_015521339.1	XP_046625699.1	XP_046431874.1	XP_046747935.1 XP_046747933.1
OG_3547	XP_046488548.1	XP_015521342.1	XP_046625707.1	XP_046431875.1	XP_046747992.1
OG_3548	XP_046488663.1	XP_015512515.1	XP_046625715.1	XP_046432010.1	XP_046749605.1
OG_3549	XP_046488664.1	XP_015512484.1	XP_046625716.1	XP_046432011.1	XP_046749606.1
OG_3550	XP_046488648.1	XP_015523166.1	XP_046625734.1	XP_046431551.1	XP_046750215.1
OG_3551	XP_046488655.1	XP_015523139.2	XP_046625739.1	XP_046431558.1	XP_046750220.1
OG_3552	XP_046488656.1	XP_015523135.1	XP_046625740.1	XP_046431559.1	XP_046750222.1
OG_3553	XP_046488353.1	XP_015521119.1	XP_046625775.1	XP_046432228.1	XP_046749011.1
OG_3554	XP_046488356.1	XP_015521088.1	XP_046625778.1	XP_046432231.1	XP_046749724.1
OG_3555	XP_046488358.1		XP_046625780.1	XP_046432232.1	
OG_3556	XP_046488360.1	XP_015521089.1	XP_046625781.1	XP_046430561.1	XP_046750454.1
OG_3557	XP_046488361.1	XP_015521120.1	XP_046625782.1	XP_046432233.1	XP_046749012.1
OG_3558	XP_046488362.1	XP_015521127.1	XP_046625783.1	XP_046432234.1	XP_046750064.1
OG_3559	XP_046483070.1	XP_046599551.1	XP_046625790.1	XP_046436219.1	XP_046747259.1 XP_046747251.1
OG_3560	XP_046486208.1	XP_046600193.1	XP_046625801.1	XP_046429905.1	XP_046750234.1 XP_046750235.1
OG_3561	XP_046486903.1	XP_015523454.1	XP_046625806.1	XP_046430082.1	XP_046749954.1
OG_3562	XP_046486904.1	XP_015523485.1	XP_046625809.1	XP_046430083.1	XP_046749220.1
OG_3563	XP_046486905.1	XP_015523456.1	XP_046625810.1	XP_046430084.1	XP_046749955.1
OG_3564	XP_046486217.1	XP_046600205.1	XP_046625845.1	XP_046429915.1	XP_046749153.1 XP_046749154.1 XP_046749155.1 XP_046749156.1
OG_3565	XP_046486218.1	XP_015523487.2	XP_046625846.1	XP_046429916.1	XP_046750239.1
OG_3566	XP_046486886.1	XP_046599520.1	XP_046625851.1	XP_046430302.1	XP_046749317.1
OG_3567	XP_046486889.1	XP_046598872.1	XP_046625864.1	XP_046430385.1	XP_046749125.1
OG_3568	XP_046489404.1	XP_015524402.2	XP_046625939.1	XP_046432885.1	XP_046750008.1
OG_3569	XP_046489255.1	XP_015524412.1	XP_046625943.1	XP_046432638.1	XP_046749771.1
OG_3570	XP_046489411.1	XP_015513903.1	XP_046625949.1	XP_046432894.1	XP_046749196.1
OG_3571	XP_046489416.1	XP_015513876.1	XP_046625953.1	XP_046432898.1	XP_046749206.1
OG_3572	XP_046489259.1	XP_015524415.1	XP_046625962.1	XP_046432642.1	XP_046749774.1
OG_3573	XP_046489424.1	XP_046600037.1	XP_046625965.1	XP_046432410.1	XP_046749776.1
OG_3574			XP_046625984.1	XP_046432763.1	XP_046748549.1
OG_3575	XP_046483293.1	XP_015521734.1	XP_046625993.1	XP_046436229.1	XP_046747358.1
OG_3576	XP_046489037.1	XP_015513862.1	XP_046625998.1	XP_046432297.1	XP_046748089.1
OG_3577	XP_046488440.1	XP_015511301.1	XP_046626002.1	XP_046432189.1	XP_046749862.1
OG_3578	XP_046488450.1	XP_015511300.1	XP_046626006.1	XP_046432193.1	XP_046749871.1
OG_3579	XP_046488610.1	XP_015511036.2	XP_046626020.1	XP_046432461.1 XP_046432462.1	XP_046749410.1
OG_3580	XP_046488623.1	XP_015511043.2	XP_046626038.1	XP_046432475.1	XP_046749852.1
OG_3581	XP_046488629.1	XP_015511053.2	XP_046626043.1	XP_046432484.1	XP_046749406.1 XP_046749407.1
OG_3582	XP_046488632.1	XP_015511045.1	XP_046626047.1	XP_046432487.1	XP_046749139.1
OG_3583	XP_046489062.1	XP_015512112.1	XP_046626061.1	XP_046432323.1	XP_046748944.1
OG_3584	XP_046483430.1	XP_015521748.1	XP_046626064.1	XP_046430234.1	XP_046753405.1
OG_3585	XP_046489044.1	XP_015513854.1	XP_046626069.1	XP_046432257.1	XP_046748340.1
OG_3586	XP_046488228.1 XP_046488229.1	XP_046599546.1 XP_015518031.2	XP_046626085.1	XP_046431289.1	XP_046749988.1
OG_3587	XP_046488277.1	XP_015518032.1	XP_046626157.1	XP_046431363.1	XP_046749173.1
OG_3588	XP_046489095.1	XP_046600022.1	XP_046626178.1	XP_046432389.1	XP_046750317.1
OG_3589	XP_046489096.1	XP_046600023.1	XP_046626179.1	XP_046432390.1	XP_046750314.1
OG_3590	XP_046489099.1	XP_046600025.1	XP_046626181.1	XP_046432392.1	XP_046750311.1
OG_3591	XP_046489100.1	XP_046600027.1	XP_046626185.1	XP_046432394.1	XP_046749466.1
OG_3592	XP_046489103.1	XP_046600030.1	XP_046626190.1	XP_046432399.1	XP_046750300.1
OG_3593	XP_046489110.1	XP_046600032.1	XP_046626192.1	XP_046432402.1	
OG_3594	XP_046489118.1	XP_015511040.1	XP_046626203.1	XP_046432412.1	XP_046750348.1
OG_3595	XP_046489119.1	XP_015520020.1	XP_046626204.1	XP_046432413.1	XP_046749443.1
OG_3596	XP_046489120.1		XP_046626205.1	XP_046432415.1	
OG_3597	XP_046487403.1	XP_046599651.1 XP_046599652.1 XP_015517544.2	XP_046626301.1	XP_046432560.1	XP_046748610.1
OG_3598	XP_046487404.1	XP_015517569.1	XP_046626302.1	XP_046432558.1	XP_046748638.1
OG_3599	XP_046486646.1	XP_015520145.1	XP_046626324.1	XP_046432853.1	XP_046748736.1
OG_3600	XP_046486653.1	XP_015520143.1	XP_046626331.1	XP_046432860.1	XP_046748739.1
OG_3601	XP_046486657.1	XP_015520136.1	XP_046626336.1	XP_046432864.1	XP_046748742.1
OG_3602	XP_046486658.1	XP_015520144.1	XP_046626337.1	XP_046432866.1	XP_046748743.1
OG_3603	XP_046489670.1	XP_015515363.1	XP_046626359.1	XP_046432983.1	XP_046747820.1 XP_046747821.1
OG_3604	XP_046488930.1	XP_015520878.1	XP_046626371.1	XP_046431209.1	XP_046744091.1
OG_3605	XP_046489302.1	XP_015523582.1	XP_046626399.1	XP_046432500.1	XP_046749358.1
OG_3606	XP_046489310.1	XP_015509988.1	XP_046626406.1	XP_046432805.1	XP_046749879.1
OG_3607	XP_046489340.1	XP_015520011.1	XP_046626416.1	XP_046432565.1	XP_046748465.1 XP_046748466.1
OG_3608	XP_046489347.1	XP_015520010.1	XP_046626422.1	XP_046432570.1	XP_046748468.1
OG_3609	XP_046489226.1	XP_015511311.2	XP_046626428.1	XP_046432168.1	XP_046749911.1
OG_3610	XP_046487795.1 XP_046487796.1	XP_015517297.1 XP_015517296.1	XP_046626443.1	XP_046430801.1	XP_046748208.1 XP_046748209.1
OG_3611	XP_046489093.1	XP_015522595.2	XP_046626444.1	XP_046435755.1	XP_046740603.1
OG_3612	XP_046486342.1 XP_046486340.1 XP_046486341.1	XP_046600143.1 XP_046600144.1 XP_046600145.1	XP_046626459.1	XP_046432913.1	XP_046749617.1 XP_046749618.1 XP_046749619.1
OG_3613	XP_046487116.1	XP_015511312.2	XP_046626471.1	XP_046432922.1	XP_046749636.1
OG_3614	XP_046487117.1 XP_046489109.1	XP_015511512.1 XP_015511624.2	XP_046626474.1 XP_046626472.1 XP_046626473.1	XP_046432401.1	XP_046750330.1 XP_046749637.1
OG_3615	XP_046487118.1	XP_046600155.1	XP_046626476.1	XP_046432923.1	XP_046749638.1
OG_3616	XP_046489376.1	XP_015518126.1	XP_046626487.1	XP_046431364.1	XP_046750419.1
OG_3617	XP_046489378.1	XP_015518105.1	XP_046626489.1	XP_046431369.1	XP_046750423.1
OG_3618	XP_046489450.1	XP_015520216.1	XP_046626497.1	XP_046432674.1	XP_046749431.1
OG_3619	XP_046489458.1	XP_015520198.2	XP_046626505.1	XP_046432681.1 XP_046432682.1	XP_046749499.1
OG_3620	XP_046489172.1	XP_046600260.1	XP_046626514.1	XP_046435768.1	XP_046740641.1
OG_3621	XP_046489463.1	XP_015520190.1	XP_046626515.1	XP_046432687.1	XP_046749723.1
OG_3622	XP_046489212.1	XP_015522639.1	XP_046626553.1	XP_046435774.1	XP_046735280.1
OG_3623	XP_046489442.1	XP_015518645.2	XP_046626567.1	XP_046432668.1	
OG_3624	XP_046489628.1	XP_015518565.2	XP_046626577.1	XP_046432764.1	XP_046749478.1
OG_3625	XP_046489637.1	XP_015518571.2	XP_046626586.1	XP_046432774.1	XP_046749104.1
OG_3626	XP_046489641.1	XP_015518572.2	XP_046626589.1	XP_046432777.1	XP_046749518.1
OG_3627	XP_046489647.1	XP_015518576.1	XP_046626599.1	XP_046432786.1	XP_046749519.1
OG_3628	XP_046489547.1	XP_015522729.1	XP_046626602.1	XP_046431748.1	XP_046749485.1
OG_3629	XP_046489549.1	XP_015524273.1	XP_046626604.1	XP_046431749.1	XP_046749968.1
OG_3630	XP_046491428.1	XP_015512310.2	XP_046626618.1	XP_046436142.1	XP_046745082.1
OG_3631	XP_046489556.1	XP_015510919.1	XP_046626634.1	XP_046431889.1	XP_046749044.1
OG_3632	XP_046489567.1	XP_015510916.1	XP_046626644.1	XP_046431900.1	XP_046749049.1
OG_3633	XP_046489568.1	XP_015510894.1	XP_046626645.1	XP_046431903.1	XP_046750262.1
OG_3634	XP_046489553.1	XP_015514184.1	XP_046626651.1	XP_046432061.1	XP_046748471.1
OG_3635	XP_046491460.1	XP_015512294.1	XP_046626685.1	XP_046422791.1	XP_046745615.1
OG_3636	XP_046491472.1	XP_015512316.1	XP_046626698.1	XP_046436145.1	XP_046735448.1
OG_3637	XP_046487180.1	XP_015511918.1	XP_046626699.1	XP_046432967.1	XP_046747656.1
OG_3638	XP_046489687.1	XP_015511496.2	XP_046626704.1	XP_046433001.1	XP_046749733.1
OG_3639	XP_046489688.1	XP_015511511.1	XP_046626705.1	XP_046433002.1	XP_046749739.1
OG_3640	XP_046488376.1	XP_015525096.1	XP_046626730.1	XP_046433034.1	XP_046748197.1
OG_3641	XP_046489682.1	XP_046600140.1	XP_046626747.1	XP_046432995.1 XP_046432996.1	XP_046748350.1
OG_3642	XP_046489683.1	XP_015518263.1	XP_046626749.1	XP_046432997.1	XP_046748351.1
OG_3643	XP_046487225.1	XP_015509273.1	XP_046626805.1	XP_046429535.1	XP_046748059.1
OG_3644	XP_046487026.1	XP_046598688.1	XP_046626808.1	XP_046430182.1	XP_046748034.1 XP_046748035.1
OG_3645	XP_046486723.1	XP_046598401.1	XP_046626831.1	XP_046429551.1	XP_046748084.1
OG_3646	XP_046486728.1	XP_015512999.1	XP_046626835.1	XP_046429554.1	XP_046747828.1
OG_3647	XP_046486729.1	XP_015513023.1	XP_046626836.1	XP_046429555.1	XP_046748083.1
OG_3648	XP_046486730.1	XP_015513012.1	XP_046626837.1	XP_046429557.1	XP_046748804.1
OG_3649	XP_046469581.1	XP_015518450.1	XP_046626839.1	XP_046415637.1	XP_046753637.1
OG_3650	XP_046489589.1	XP_015515980.1	XP_046626859.1	XP_046430780.1	XP_046748510.1
OG_3651	XP_046489603.1	XP_015515993.1	XP_046626872.1	XP_046431721.1	XP_046748517.1
OG_3652	XP_046489785.1	XP_015518136.1	XP_046626899.1	XP_046435556.1	XP_046751672.1
OG_3653	XP_046489811.1	XP_015509667.2	XP_046626910.1	XP_046433157.1	XP_046751525.1
OG_3654	XP_046489812.1	XP_046600522.1	XP_046626911.1	XP_046433158.1	XP_046751526.1
OG_3655	XP_046489816.1	XP_015522700.1	XP_046626914.1	XP_046433162.1	XP_046751894.1
OG_3656	XP_046492436.1	XP_015517954.1	XP_046626972.1	XP_046433889.1	XP_046752167.1
OG_3657	XP_046492408.1	XP_015517965.2	XP_046626976.1	XP_046433891.1	XP_046752069.1
OG_3658	XP_046491649.1	XP_015517941.2	XP_046626979.1	XP_046433894.1	XP_046752070.1
OG_3659	XP_046490042.1	XP_015517920.1	XP_046626980.1	XP_046433895.1	XP_046752073.1
OG_3660	XP_046491967.1	XP_015517921.1	XP_046627011.1	XP_046433924.1	XP_046752083.1
OG_3661	XP_046489757.1	XP_046600846.1	XP_046627015.1	XP_046433927.1	
OG_3662	XP_046492325.1	XP_015511612.2	XP_046627067.1	XP_046433754.1	XP_046750939.1
OG_3663	XP_046492339.1	XP_015511622.1	XP_046627074.1	XP_046434541.1	XP_046751002.1
OG_3664	XP_046492362.1	XP_015511600.1	XP_046627080.1	XP_046434543.1	XP_046751003.1
OG_3665	XP_046492366.1	XP_046600714.1	XP_046627081.1	XP_046434544.1	XP_046751005.1
OG_3666	XP_046490006.1	XP_015513845.1	XP_046627083.1	XP_046433188.1	XP_046751585.1
OG_3667	XP_046491121.1	XP_046601315.1	XP_046627084.1	XP_046433211.1	XP_046751574.1
OG_3668	XP_046491190.1	XP_015515128.2	XP_046627114.1	XP_046434419.1	XP_046751664.1
OG_3669	XP_046490065.1	XP_015522654.1	XP_046627152.1	XP_046434473.1	XP_046752108.1
OG_3670	XP_046468674.1 XP_046468665.1 XP_046468658.1	XP_015518508.2 XP_046585715.1 XP_046585716.1	XP_046627159.1 XP_046627016.1 XP_046627009.1 XP_046627024.1	XP_046413673.1 XP_046413680.1 XP_046413404.1 XP_046413414.1	XP_046753682.1 XP_046753694.1
OG_3671	XP_046489897.1	XP_015520436.2	XP_046627168.1	XP_046435331.1	XP_046751591.1
OG_3672	XP_046490119.1	XP_015521030.2	XP_046627253.1	XP_046433407.1	XP_046751422.1
OG_3673	XP_046490120.1	XP_015521031.1	XP_046627255.1	XP_046433408.1	XP_046751423.1
OG_3674	XP_046490501.1	XP_015516398.2	XP_046627293.1	XP_046434563.1	XP_046751249.1
OG_3675	XP_046490510.1	XP_046601334.1	XP_046627300.1	XP_046434570.1	XP_046751182.1 XP_046751179.1 XP_046751180.1
OG_3676	XP_046490325.1	XP_046601171.1	XP_046627315.1	XP_046433260.1	XP_046750726.1 XP_046750727.1
OG_3677	XP_046490178.1	XP_046600866.1	XP_046627330.1	XP_046433280.1	XP_046750830.1
OG_3678	XP_046490179.1	XP_015512849.1	XP_046627331.1	XP_046433281.1	XP_046750831.1
OG_3679	XP_046490183.1	XP_015512855.2	XP_046627337.1	XP_046433286.1	XP_046750835.1
OG_3680	XP_046492332.1	XP_015513165.1	XP_046627381.1	XP_046433326.1	XP_046751221.1
OG_3681	XP_046492340.1	XP_015513169.1	XP_046627382.1	XP_046433327.1	XP_046750953.1 XP_046750954.1
OG_3682	XP_046492343.1	XP_015513199.1	XP_046627383.1	XP_046433328.1	XP_046751223.1
OG_3683	XP_046492344.1	XP_015513164.2	XP_046627384.1	XP_046433330.1	XP_046751062.1 XP_046751063.1
OG_3684	XP_046492350.1 XP_046492348.1	XP_015513173.1	XP_046627386.1	XP_046433332.1	XP_046751064.1
OG_3685	XP_046490155.1	XP_046600801.1	XP_046627394.1	XP_046434476.1	XP_046751430.1
OG_3686	XP_046490257.1	XP_015513557.1	XP_046627423.1	XP_046433597.1	XP_046750623.1
